Time	Male	Female	Zombie
2618	22135	20313	0
2619	22135	20313	0
2620	22135	20313	0
2621	22135	20313	0
2622	22134	20313	0
2623	22133	20313	0
2624	22133	20313	0
2625	22133	20313	0
2626	22133	20313	0
2627	22133	20313	0
2628	22133	20313	0
2629	22132	20313	0
2630	22132	20313	0
2631	22132	20313	0
2632	22132	20313	0
2633	22132	20313	0
2634	22132	20313	0
2635	22132	20312	0
2636	22132	20312	0
2637	22132	20312	0
2638	22132	20311	0
2639	22132	20311	0
2640	22132	20311	0
2641	22132	20311	0
2642	22131	20311	0
2643	22131	20311	0
2644	22131	20311	0
2645	22131	20311	0
2646	22131	20311	0
2647	22131	20311	0
2648	22131	20311	0
2649	22131	20311	0
2650	22131	20311	0
2651	22131	20311	0
2652	22131	20311	0
2653	22131	20311	0
2654	22131	20311	0
2655	22131	20311	0
2656	22131	20311	0
2657	22131	20311	0
2658	22131	20311	0
2659	22131	20311	0
2660	22131	20311	0
2661	22131	20311	0
2662	22131	20311	0
2663	22130	20310	0
2664	22130	20309	0
2665	22130	20309	0
2666	22130	20309	0
2667	22130	20309	0
2668	22130	20309	0
2669	22130	20309	0
2670	22130	20309	0
2671	22130	20309	0
2672	22130	20309	0
2673	22130	20309	0
2674	22130	20309	0
2675	22130	20309	0
2676	22129	20309	0
2677	22129	20309	0
2678	22129	20309	0
2679	22129	20309	0
2680	22129	20309	0
2681	22129	20309	0
2682	22129	20309	0
2683	22129	20309	0
2684	22129	20309	0
2685	22129	20309	0
2686	22129	20309	0
2687	22129	20309	0
2688	22129	20309	0
2689	22129	20309	0
2690	22129	20309	0
2691	22129	20309	0
2692	22129	20309	0
2693	22129	20309	0
2694	22129	20309	0
2695	22129	20309	0
2696	22129	20309	0
2697	22129	20309	0
2698	22129	20309	0
2699	22129	20309	0
2700	22129	20309	0
2701	22129	20309	0
2702	22129	20309	0
2703	22129	20309	0
2704	22129	20309	0
2705	22128	20309	0
2706	22128	20309	0
2707	22128	20309	0
2708	22128	20309	0
2709	22128	20309	0
2710	22128	20309	0
2711	22128	20309	0
2712	22128	20309	0
2713	22127	20309	0
2714	22126	20309	0
2715	22125	20309	0
2716	22125	20309	0
2717	22125	20309	0
2718	22125	20309	0
2719	22125	20309	0
2720	22124	20309	0
2721	22124	20309	0
2722	22124	20308	0
2723	22124	20308	0
2724	22124	20308	0
2725	22124	20308	0
2726	22124	20308	0
2727	22124	20308	0
2728	22124	20308	0
2729	22124	20308	0
2730	22124	20308	0
2731	22124	20308	0
2732	22124	20308	0
2733	22124	20307	0
2734	22124	20307	0
2735	22124	20307	0
2736	22124	20307	0
2737	22124	20306	0
2738	22124	20306	0
2739	22124	20306	0
2740	22124	20306	0
2741	22124	20305	0
2742	22124	20305	0
2743	22124	20305	0
2744	22124	20305	0
2745	22124	20305	0
2746	22124	20305	0
2747	22124	20305	0
2748	22124	20304	0
2749	22124	20304	0
2750	22124	20304	0
2751	22124	20304	0
2752	22124	20304	0
2753	22124	20304	0
2754	22124	20304	0
2755	22123	20304	0
2756	22123	20304	0
2757	22123	20304	0
2758	22122	20304	0
2759	22122	20304	0
2760	22121	20304	0
2761	22121	20304	0
2762	22121	20304	0
2763	22121	20304	0
2764	22121	20304	0
2765	22121	20304	0
2766	22121	20304	0
2767	22121	20304	0
2768	22121	20304	0
2769	22121	20304	0
2770	22121	20304	0
2771	22121	20304	0
2772	22121	20304	0
2773	22121	20303	0
2774	22121	20302	0
2775	22121	20302	0
2776	22121	20302	0
2777	22121	20302	0
2778	22120	20302	0
2779	22120	20302	0
2780	22120	20302	0
2781	22120	20302	0
2782	22120	20302	0
2783	22120	20302	0
2784	22120	20302	0
2785	22120	20302	0
2786	22120	20302	0
2787	22120	20302	0
2788	22120	20302	0
2789	22120	20302	0
2790	22120	20302	0
2791	22120	20302	0
2792	22120	20302	0
2793	22120	20302	0
2794	22120	20302	0
2795	22120	20302	0
2796	22120	20302	0
2797	22120	20302	0
2798	22120	20302	0
2799	22120	20302	0
2800	22120	20301	0
2801	22120	20301	0
2802	22120	20301	0
2803	22120	20301	0
2804	22120	20301	0
2805	22120	20301	0
2806	22120	20301	0
2807	22120	20301	0
2808	22120	20301	0
2809	22120	20301	0
2810	22120	20301	0
2811	22120	20301	0
2812	22120	20300	0
2813	22120	20300	0
2814	22120	20300	0
2815	22120	20300	0
2816	22120	20299	0
2817	22120	20299	0
2818	22120	20299	0
2819	22120	20299	0
2820	22120	20299	0
2821	22120	20298	0
2822	22120	20298	0
2823	22120	20298	0
2824	22120	20298	0
2825	22120	20298	0
2826	22120	20298	0
2827	22120	20298	0
2828	22120	20298	0
2829	22120	20298	0
2830	22120	20298	0
2831	22120	20298	0
2832	22120	20298	0
2833	22120	20298	0
2834	22120	20298	0
2835	22120	20298	0
2836	22120	20297	0
2837	22120	20297	0
2838	22120	20297	0
2839	22120	20297	0
2840	22120	20297	0
2841	22120	20297	0
2842	22120	20297	0
2843	22120	20297	0
2844	22119	20297	0
2845	22119	20297	0
2846	22119	20297	0
2847	22119	20297	0
2848	22119	20297	0
2849	22119	20297	0
2850	22119	20297	0
2851	22119	20297	0
2852	22119	20297	0
2853	22119	20297	0
2854	22119	20297	0
2855	22119	20297	0
2856	22119	20297	0
2857	22119	20297	0
2858	22119	20297	0
2859	22119	20297	0
2860	22119	20297	0
2861	22119	20297	0
2862	22118	20297	0
2863	22118	20297	0
2864	22118	20297	0
2865	22118	20297	0
2866	22118	20297	0
2867	22118	20297	0
2868	22118	20297	0
2869	22118	20297	0
2870	22117	20297	0
2871	22116	20297	0
2872	22116	20297	0
2873	22116	20297	0
2874	22116	20297	0
2875	22116	20297	0
2876	22116	20297	0
2877	22116	20297	0
2878	22116	20297	0
2879	22116	20297	0
2880	22116	20296	0
2881	22116	20296	0
2882	22115	20296	0
2883	22115	20296	0
2884	22115	20296	0
2885	22115	20296	0
2886	22115	20296	0
2887	22115	20296	0
2888	22115	20296	0
2889	22115	20296	0
2890	22115	20296	0
2891	22115	20296	0
2892	22114	20296	0
2893	22114	20296	0
2894	22114	20296	0
2895	22114	20296	0
2896	22113	20296	0
2897	22113	20296	0
2898	22113	20296	0
2899	22113	20296	0
2900	22113	20296	0
2901	22113	20296	0
2902	22113	20296	0
2903	22112	20296	0
2904	22112	20296	0
2905	22112	20296	0
2906	22112	20296	0
2907	22112	20296	0
2908	22112	20296	0
2909	22112	20296	0
2910	22112	20296	0
2911	22112	20296	0
2912	22112	20296	0
2913	22112	20296	0
2914	22112	20296	0
2915	22112	20296	0
2916	22112	20296	0
2917	22112	20296	0
2918	22112	20296	0
2919	22111	20296	0
2920	22111	20296	0
2921	22111	20296	0
2922	22111	20296	0
2923	22111	20296	0
2924	22111	20296	0
2925	22111	20296	0
2926	22111	20296	0
2927	22111	20296	0
2928	22111	20296	0
2929	22111	20296	0
2930	22110	20296	0
2931	22110	20296	0
2932	22110	20296	0
2933	22110	20296	0
2934	22110	20296	0
2935	22110	20295	0
2936	22110	20295	0
2937	22110	20295	0
2938	22110	20295	0
2939	22110	20295	0
2940	22110	20295	0
2941	22110	20295	0
2942	22110	20295	0
2943	22110	20295	0
2944	22110	20295	0
2945	22110	20295	0
2946	22110	20295	0
2947	22110	20295	0
2948	22110	20295	0
2949	22110	20295	0
2950	22110	20295	0
2951	22108	20295	0
2952	22108	20295	0
2953	22108	20295	0
2954	22107	20295	0
2955	22107	20295	0
2956	22107	20295	0
2957	22107	20295	0
2958	22106	20295	0
2959	22106	20295	0
2960	22106	20295	0
2961	22105	20295	0
2962	22105	20295	0
2963	22105	20295	0
2964	22105	20295	0
2965	22105	20295	0
2966	22105	20295	0
2967	22105	20295	0
2968	22105	20295	0
2969	22105	20294	0
2970	22105	20294	0
2971	22105	20294	0
2972	22105	20294	0
2973	22105	20294	0
2974	22104	20294	0
2975	22104	20294	0
2976	22104	20294	0
2977	22104	20294	0
2978	22104	20293	0
2979	22104	20293	0
2980	22104	20293	0
2981	22104	20293	0
2982	22102	20293	0
2983	22101	20293	0
2984	22101	20293	0
2985	22101	20293	0
2986	22101	20293	0
2987	22100	20293	0
2988	22100	20293	0
2989	22100	20293	0
2990	22100	20293	0
2991	22100	20293	0
2992	22100	20293	0
2993	22100	20293	0
2994	22100	20293	0
2995	22100	20293	0
2996	22100	20293	0
2997	22100	20293	0
2998	22100	20293	0
2999	22100	20293	0
3000	22100	20293	0
3001	22100	20293	0
3002	22100	20292	0
3003	22100	20292	0
3004	22100	20292	0
3005	22100	20291	0
3006	22100	20291	0
3007	22100	20291	0
3008	22100	20291	0
3009	22100	20291	0
3010	22100	20291	0
3011	22099	20291	0
3012	22099	20291	0
3013	22098	20291	0
3014	22098	20291	0
3015	22098	20291	0
3016	22098	20291	0
3017	22098	20291	0
3018	22098	20291	0
3019	22098	20291	0
3020	22098	20291	0
3021	22098	20291	0
3022	22098	20291	0
3023	22098	20291	0
3024	22097	20291	0
3025	22097	20291	0
3026	22097	20291	0
3027	22097	20291	0
3028	22097	20291	0
3029	22096	20291	0
3030	22096	20291	0
3031	22096	20291	0
3032	22095	20291	0
3033	22095	20291	0
3034	22095	20291	0
3035	22095	20291	0
3036	22095	20291	0
3037	22095	20291	0
3038	22095	20291	0
3039	22095	20291	0
3040	22095	20291	0
3041	22095	20290	0
3042	22095	20290	0
3043	22095	20290	0
3044	22094	20289	0
3045	22094	20289	0
3046	22094	20289	0
3047	22094	20289	0
3048	22094	20289	0
3049	22093	20289	0
3050	22093	20289	0
3051	22093	20289	0
3052	22093	20288	0
3053	22093	20288	0
3054	22093	20288	0
3055	22093	20288	0
3056	22093	20287	0
3057	22093	20287	0
3058	22093	20287	0
3059	22093	20287	0
3060	22093	20287	0
3061	22093	20287	0
3062	22093	20287	0
3063	22093	20287	0
3064	22093	20286	0
3065	22093	20286	0
3066	22093	20286	0
3067	22093	20286	0
3068	22093	20286	0
3069	22093	20286	0
3070	22093	20286	0
3071	22093	20286	0
3072	22093	20286	0
3073	22093	20285	0
3074	22093	20285	0
3075	22093	20285	0
3076	22093	20285	0
3077	22093	20285	0
3078	22093	20285	0
3079	22093	20285	0
3080	22093	20285	0
3081	22093	20285	0
3082	22093	20284	0
3083	22093	20283	0
3084	22093	20283	0
3085	22093	20283	0
3086	22093	20283	0
3087	22093	20283	0
3088	22093	20283	0
3089	22092	20283	0
3090	22092	20283	0
3091	22092	20283	0
3092	22092	20283	0
3093	22092	20283	0
3094	22092	20283	0
3095	22092	20283	0
3096	22092	20283	0
3097	22092	20283	0
3098	22092	20283	0
3099	22092	20283	0
3100	22092	20283	0
3101	22092	20283	0
3102	22091	20283	0
3103	22091	20283	0
3104	22091	20283	0
3105	22091	20281	0
3106	22091	20281	0
3107	22091	20281	0
3108	22091	20281	0
3109	22091	20281	0
3110	22091	20281	0
3111	22091	20280	0
3112	22091	20280	0
3113	22091	20280	0
3114	22090	20280	0
3115	22090	20280	0
3116	22090	20280	0
3117	22090	20280	0
3118	22090	20280	0
3119	22090	20280	0
3120	22090	20280	0
3121	22090	20280	0
3122	22090	20280	0
3123	22090	20280	0
3124	22090	20280	0
3125	22090	20279	0
3126	22090	20279	0
3127	22090	20279	0
3128	22090	20278	0
3129	22090	20277	0
3130	22090	20277	0
3131	22090	20277	0
3132	22090	20277	0
3133	22090	20277	0
3134	22090	20276	0
3135	22090	20276	0
3136	22090	20276	0
3137	22090	20276	0
3138	22090	20275	0
3139	22090	20275	0
3140	22090	20275	0
3141	22090	20275	0
3142	22090	20275	0
3143	22090	20275	0
3144	22090	20275	0
3145	22090	20275	0
3146	22090	20275	0
3147	22090	20275	0
3148	22090	20275	0
3149	22089	20275	0
3150	22089	20275	0
3151	22089	20275	0
3152	22089	20275	0
3153	22089	20275	0
3154	22089	20275	0
3155	22089	20275	0
3156	22088	20274	0
3157	22088	20274	0
3158	22088	20274	0
3159	22088	20274	0
3160	22088	20274	0
3161	22088	20274	0
3162	22088	20274	0
3163	22088	20274	0
3164	22088	20274	0
3165	22088	20274	0
3166	22088	20274	0
3167	22088	20274	0
3168	22088	20274	0
3169	22088	20274	0
3170	22088	20274	0
3171	22088	20274	0
3172	22088	20274	0
3173	22088	20274	0
3174	22088	20274	0
3175	22088	20274	0
3176	22088	20274	0
3177	22088	20273	0
3178	22088	20273	0
3179	22088	20273	0
3180	22088	20272	0
3181	22088	20272	0
3182	22088	20272	0
3183	22088	20272	0
3184	22087	20272	0
3185	22087	20272	0
3186	22087	20271	0
3187	22087	20271	0
3188	22087	20271	0
3189	22087	20271	0
3190	22087	20271	0
3191	22087	20271	0
3192	22087	20271	0
3193	22087	20271	0
3194	22087	20271	0
3195	22087	20271	0
3196	22087	20271	0
3197	22087	20271	0
3198	22087	20269	0
3199	22087	20269	0
3200	22087	20269	0
3201	22087	20269	0
3202	22087	20269	0
3203	22087	20269	0
3204	22087	20269	0
3205	22087	20269	0
3206	22087	20269	0
3207	22086	20269	0
3208	22086	20269	0
3209	22085	20269	0
3210	22085	20269	0
3211	22085	20269	0
3212	22085	20269	0
3213	22085	20269	0
3214	22085	20268	0
3215	22085	20268	0
3216	22085	20268	0
3217	22085	20268	0
3218	22085	20268	0
3219	22085	20268	0
3220	22085	20268	0
3221	22085	20268	0
3222	22085	20268	0
3223	22085	20268	0
3224	22084	20268	0
3225	22084	20268	0
3226	22082	20268	0
3227	22082	20268	0
3228	22082	20268	0
3229	22081	20268	0
3230	22081	20268	0
3231	22080	20268	0
3232	22079	20268	0
3233	22078	20268	0
3234	22078	20268	0
3235	22077	20268	0
3236	22077	20268	0
3237	22077	20268	0
3238	22077	20267	0
3239	22077	20267	0
3240	22077	20267	0
3241	22077	20267	0
3242	22077	20267	0
3243	22077	20267	0
3244	22077	20267	0
3245	22076	20267	0
3246	22076	20267	0
3247	22076	20267	0
3248	22076	20267	0
3249	22076	20267	0
3250	22076	20267	0
3251	22076	20266	0
3252	22076	20266	0
3253	22076	20266	0
3254	22076	20266	0
3255	22076	20266	0
3256	22076	20266	0
3257	22075	20266	0
3258	22075	20266	0
3259	22075	20266	0
3260	22075	20266	0
3261	22075	20266	0
3262	22073	20266	0
3263	22073	20266	0
3264	22073	20266	0
3265	22073	20266	0
3266	22072	20266	0
3267	22072	20266	0
3268	22072	20265	0
3269	22072	20265	0
3270	22072	20265	0
3271	22072	20264	0
3272	22072	20264	0
3273	22072	20264	0
3274	22072	20264	0
3275	22071	20264	0
3276	22071	20264	0
3277	22071	20264	0
3278	22071	20264	0
3279	22071	20264	0
3280	22071	20264	0
3281	22071	20264	0
3282	22071	20264	0
3283	22071	20264	0
3284	22071	20264	0
3285	22071	20264	0
3286	22071	20264	0
3287	22071	20264	0
3288	22071	20264	0
3289	22071	20264	0
3290	22071	20264	0
3291	22071	20264	0
3292	22071	20264	0
3293	22071	20264	0
3294	22071	20264	0
3295	22071	20264	0
3296	22071	20264	0
3297	22071	20264	0
3298	22071	20264	0
3299	22071	20264	0
3300	22071	20264	0
3301	22071	20264	0
3302	22071	20264	0
3303	22071	20262	0
3304	22070	20262	0
3305	22070	20260	0
3306	22070	20260	0
3307	22070	20260	0
3308	22070	20260	0
3309	22070	20260	0
3310	22070	20260	0
3311	22070	20260	0
3312	22070	20260	0
3313	22070	20260	0
3314	22070	20260	0
3315	22070	20260	0
3316	22070	20260	0
3317	22070	20260	0
3318	22070	20260	0
3319	22070	20260	0
3320	22070	20260	0
3321	22070	20260	0
3322	22070	20260	0
3323	22070	20259	0
3324	22070	20259	0
3325	22070	20259	0
3326	22070	20259	0
3327	22070	20259	0
3328	22070	20259	0
3329	22070	20259	0
3330	22070	20259	0
3331	22070	20259	0
3332	22070	20259	0
3333	22070	20259	0
3334	22070	20259	0
3335	22070	20259	0
3336	22070	20259	0
3337	22069	20259	0
3338	22068	20259	0
3339	22068	20259	0
3340	22068	20259	0
3341	22068	20258	0
3342	22068	20258	0
3343	22068	20258	0
3344	22068	20258	0
3345	22068	20258	0
3346	22068	20258	0
3347	22068	20258	0
3348	22067	20258	0
3349	22067	20258	0
3350	22067	20257	0
3351	22066	20257	0
3352	22066	20257	0
3353	22066	20257	0
3354	22066	20257	0
3355	22066	20257	0
3356	22066	20257	0
3357	22066	20257	0
3358	22066	20257	0
3359	22066	20257	0
3360	22066	20257	0
3361	22065	20257	0
3362	22065	20257	0
3363	22065	20257	0
3364	22064	20257	0
3365	22063	20257	0
3366	22063	20257	0
3367	22063	20257	0
3368	22063	20257	0
3369	22063	20257	0
3370	22063	20257	0
3371	22063	20257	0
3372	22063	20257	0
3373	22062	20257	0
3374	22062	20257	0
3375	22062	20257	0
3376	22062	20257	0
3377	22062	20257	0
3378	22062	20256	0
3379	22062	20256	0
3380	22062	20256	0
3381	22062	20256	0
3382	22062	20256	0
3383	22062	20255	0
3384	22061	20255	0
3385	22061	20255	0
3386	22061	20255	0
3387	22061	20255	0
3388	22061	20255	0
3389	22061	20255	0
3390	22061	20255	0
3391	22061	20254	0
3392	22061	20253	0
3393	22061	20253	0
3394	22061	20253	0
3395	22061	20253	0
3396	22061	20253	0
3397	22061	20253	0
3398	22061	20253	0
3399	22061	20253	0
3400	22061	20252	0
3401	22061	20252	0
3402	22061	20250	0
3403	22061	20250	0
3404	22061	20250	0
3405	22061	20250	0
3406	22061	20250	0
3407	22060	20250	0
3408	22060	20250	0
3409	22060	20250	0
3410	22060	20250	0
3411	22060	20250	0
3412	22060	20250	0
3413	22060	20250	0
3414	22060	20250	0
3415	22059	20250	0
3416	22059	20250	0
3417	22059	20250	0
3418	22059	20250	0
3419	22059	20250	0
3420	22059	20250	0
3421	22059	20250	0
3422	22059	20250	0
3423	22059	20250	0
3424	22059	20250	0
3425	22059	20250	0
3426	22059	20250	0
3427	22059	20250	0
3428	22059	20250	0
3429	22059	20250	0
3430	22059	20250	0
3431	22059	20250	0
3432	22059	20250	0
3433	22059	20250	0
3434	22059	20250	0
3435	22059	20250	0
3436	22059	20250	0
3437	22059	20250	0
3438	22059	20250	0
3439	22059	20250	0
3440	22059	20250	0
3441	22059	20250	0
3442	22058	20250	0
3443	22058	20250	0
3444	22058	20250	0
3445	22058	20250	0
3446	22058	20250	0
3447	22057	20250	0
3448	22057	20250	0
3449	22056	20250	0
3450	22055	20249	0
3451	22055	20249	0
3452	22055	20249	0
3453	22055	20249	0
3454	22055	20249	0
3455	22055	20248	0
3456	22055	20248	0
3457	22055	20248	0
3458	22055	20248	0
3459	22055	20248	0
3460	22055	20248	0
3461	22055	20248	0
3462	22055	20248	0
3463	22055	20248	0
3464	22055	20248	0
3465	22055	20248	0
3466	22055	20248	0
3467	22055	20248	0
3468	22055	20248	0
3469	22055	20248	0
3470	22055	20248	0
3471	22055	20248	0
3472	22055	20248	0
3473	22055	20248	0
3474	22055	20248	0
3475	22055	20248	0
3476	22055	20248	0
3477	22055	20248	0
3478	22055	20248	0
3479	22055	20248	0
3480	22055	20248	0
3481	22055	20248	0
3482	22055	20248	0
3483	22054	20248	0
3484	22054	20248	0
3485	22054	20248	0
3486	22054	20248	0
3487	22054	20248	0
3488	22054	20247	0
3489	22054	20247	0
3490	22054	20247	0
3491	22053	20247	0
3492	22053	20247	0
3493	22053	20247	0
3494	22052	20247	0
3495	22052	20247	0
3496	22052	20247	0
3497	22052	20247	0
3498	22052	20247	0
3499	22052	20246	0
3500	22052	20246	0
3501	22052	20246	0
3502	22052	20245	0
3503	22052	20245	0
3504	22052	20245	0
3505	22052	20244	0
3506	22052	20244	0
3507	22051	20244	0
3508	22051	20244	0
3509	22051	20244	0
3510	22051	20244	0
3511	22051	20244	0
3512	22050	20243	0
3513	22050	20243	0
3514	22050	20243	0
3515	22050	20243	0
3516	22049	20243	0
3517	22048	20243	0
3518	22048	20243	0
3519	22048	20243	0
3520	22048	20243	0
3521	22048	20243	0
3522	22048	20243	0
3523	22048	20243	0
3524	22048	20243	0
3525	22048	20243	0
3526	22048	20243	0
3527	22048	20243	0
3528	22047	20243	0
3529	22047	20243	0
3530	22047	20243	0
3531	22047	20243	0
3532	22047	20243	0
3533	22047	20243	0
3534	22047	20243	0
3535	22047	20243	0
3536	22047	20243	0
3537	22047	20243	0
3538	22047	20242	0
3539	22047	20242	0
3540	22046	20242	0
3541	22046	20242	0
3542	22046	20242	0
3543	22046	20242	0
3544	22046	20242	0
3545	22046	20242	0
3546	22046	20242	0
3547	22046	20242	0
3548	22046	20242	0
3549	22046	20242	0
3550	22046	20242	0
3551	22045	20241	0
3552	22045	20241	0
3553	22045	20241	0
3554	22045	20241	0
3555	22042	20241	0
3556	22042	20241	0
3557	22042	20241	0
3558	22042	20241	0
3559	22042	20241	0
3560	22042	20241	0
3561	22042	20241	0
3562	22041	20241	0
3563	22041	20241	0
3564	22041	20241	0
3565	22041	20241	0
3566	22041	20241	0
3567	22041	20241	0
3568	22041	20241	0
3569	22041	20241	0
3570	22041	20241	0
3571	22041	20241	0
3572	22041	20240	0
3573	22041	20240	0
3574	22040	20239	0
3575	22040	20239	0
3576	22040	20239	0
3577	22040	20238	0
3578	22040	20238	0
3579	22040	20237	0
3580	22040	20237	0
3581	22040	20237	0
3582	22040	20237	0
3583	22040	20237	0
3584	22040	20237	0
3585	22040	20237	0
3586	22040	20237	0
3587	22040	20237	0
3588	22040	20237	0
3589	22039	20237	0
3590	22039	20237	0
3591	22039	20237	0
3592	22039	20237	0
3593	22039	20237	0
3594	22039	20237	0
3595	22039	20237	0
3596	22039	20237	0
3597	22038	20237	0
3598	22038	20237	0
3599	22038	20237	0
3600	22038	20237	0
3601	22038	20237	0
3602	22038	20237	0
3603	22038	20237	0
3604	22038	20237	0
3605	22038	20237	0
3606	22038	20237	0
3607	22038	20237	0
3608	22037	20237	0
3609	22037	20237	0
3610	22037	20237	0
3611	22037	20237	0
3612	22037	20237	0
3613	22037	20237	0
3614	22037	20237	0
3615	22037	20237	0
3616	22036	20237	0
3617	22036	20237	0
3618	22036	20237	0
3619	22036	20237	0
3620	22036	20237	0
3621	22036	20237	0
3622	22036	20237	0
3623	22036	20236	0
3624	22035	20236	0
3625	22035	20236	0
3626	22035	20236	0
3627	22035	20235	0
3628	22035	20235	0
3629	22035	20235	0
3630	22035	20235	0
3631	22035	20235	0
3632	22035	20234	0
3633	22035	20234	0
3634	22035	20234	0
3635	22035	20234	0
3636	22035	20234	0
3637	22035	20234	0
3638	22035	20234	0
3639	22035	20234	0
3640	22035	20234	0
3641	22034	20234	0
3642	22033	20234	0
3643	22033	20234	0
3644	22033	20234	0
3645	22033	20233	0
3646	22033	20233	0
3647	22032	20233	0
3648	22031	20232	0
3649	22030	20232	0
3650	22030	20232	0
3651	22030	20232	0

Time spent: 59.00000
